0,0,-9.863072980565090742e-01,-1.020530768507270647e+00,1.343887513350754404e+00,-1.723161882008366286e+00,-1.234643133781247126e+00,-2.973215530113602512e+00,-8.638586646122262680e-01,-5.820003876975078372e-01,4.039102143627467112e-01,-2.322569487299603441e+00,1.627301114669865711e-01,-2.394626790952821604e+00,-1.441169043172304098e+00,-3.351659638051293300e+00,-3.764941071538781547e-01,-1.849219190261497170e+00,1.268607629747390275e-01,4.050678451867165131e-02,-7.463577403321458581e-01,-1.246257059495590180e+00,-8.801392649510592081e-01,-9.135082468555744128e-01,-1.042902724531293401e+00,-6.606103289430665937e-01,-1.220118620718059876e+00,-4.400932925327701861e-01,-1.133954978745684183e+00,-2.909772640618564221e-01,-1.042047990142468628e+00,-1.473371953428091741e-01,-9.527328498034284276e-01,-3.683637763097742657e-02,3.484332802685788377e-01
1,0,-9.863072980565090742e-01,-3.295370331080114679e-01,-8.942393451658695591e-01,-3.766467514003222772e-01,-9.611619139318625660e-01,-6.446735556118567967e-01,1.265944029284321592e+00,-4.121477161907662334e-01,8.851310180430812524e-01,-2.036385646030829666e-01,1.196873615915635902e+00,-2.656005096816505540e-01,6.168991504263201531e-01,-2.267959289775736687e-01,1.150019874911800466e+00,-4.485518932265348258e-01,1.002823120557870595e+00,-2.057963082756904261e-01,9.962003891270171385e-01,-7.371184838454799548e-01,4.324556439453516865e-01,-2.374808116302924432e-01,6.595937855053637389e-01,-1.047707713041690081e+00,6.396516536201549696e-01,-5.542110535363632406e-01,3.680551201283354112e-01,-4.701818576953498696e-01,8.873188148505364303e-01,-6.840692309327898180e-01,7.778220424532293897e-01,-1.146168154189274535e+00,3.484332802685788377e-01
0,0,-9.863072980565090742e-01,-2.197150468490023822e+00,-8.942393451658695591e-01,-3.944332016395158957e-01,8.307200505150896808e-01,-3.002258367860083377e-01,-8.638826046631895572e-01,-4.475546242236662642e-01,-6.984685305234809016e-01,-3.586250155428358788e-01,-5.353081380316685456e-01,-2.905630062735248265e-01,-4.402921140636502084e-01,2.273945483763948061e-01,5.711903294356468486e-01,-1.188937137842838609e+00,-5.567557377459861900e-01,-1.530537161158541659e+00,-1.924623800309625876e+00,4.964622264429316423e-02,-4.943998779776441754e-01,1.069870374609272201e-01,-5.982988003266267452e-01,2.664610361771238445e+00,4.671151952283336684e-01,1.208028180409798646e-01,-6.737075649597136229e-01,-5.550649760241735953e-01,1.719847096214917673e-02,4.132297522646132676e-02,-1.415087082370574123e+00,3.903868003756247318e-02,3.484332802685788377e-01
1,0,-9.863072980565090742e-01,-2.864616347036603727e-01,1.370470592425725664e+00,-1.544631188669242927e-01,1.356345469841029994e+00,-9.643322337328850136e-01,9.831402072551871374e-01,-9.322273160696825656e-01,4.456009936441301389e-01,-9.464196831080228245e-01,6.082687560194941501e-01,-3.120542971724540315e-01,2.257972531219634427e-01,-1.113516818717796619e+00,5.486853836629477232e-01,-6.830677520678587467e-01,3.745814146101138498e-01,-4.732712561012109020e-01,-3.496281097966480456e-01,-9.680587985563092746e-01,-4.450715525167660558e-01,-1.403136938007038426e+00,-5.264685789617357115e-01,-1.754867229901368564e+00,-4.299292620976418178e-01,-1.500955651435029070e+00,-6.149710902209967189e-01,-1.862091133817452837e+00,-7.686738739280098986e-01,-1.745803913228574533e+00,-7.263171587855116185e-01,-1.997251981199257065e+00,3.484332802685788377e-01
0,0,-9.303832125809862186e-01,-2.056282366606404510e-01,-1.133005915137895947e+00,-8.335821279997714939e-01,-9.803853615319113590e-01,-6.378765605798899507e-01,-5.118202151973085812e-01,-2.513979893201958582e-01,-6.164304378211328261e-01,-5.413269635081038311e-01,-5.353081380316685456e-01,-2.905630062735248265e-01,-5.288109679247224859e-01,-7.328044378619730237e-01,-4.904229574174033268e-01,-3.491651329899462253e-01,-7.957221339810111038e-01,-1.156284352138358812e-01,-4.355554389629629486e-01,1.545748829142450931e-01,-4.619487188719387238e-01,1.323466337130415338e-01,-5.215049685356077935e-01,4.927143162575167018e-02,-8.168547345188607034e-01,4.018909569232275714e-01,-8.636946807812423410e-01,9.167980740952384744e-02,-6.257902690891128383e-01,4.129297678941739463e-02,-6.130101169168521436e-01,4.112851843672863938e-01,3.484332802685788377e-01
1,0,1.349935736746509019e+00,-6.529153093033321920e-01,1.381560908673292731e+00,-1.158846324419405160e+00,1.373958576280865262e+00,-1.109839333261754657e+00,1.194866017974366423e+00,-1.255647845789236161e+00,1.029965305317908086e+00,-1.748139719450695129e+00,1.050543455457884523e+00,-1.822843752331450462e+00,1.004921962680598080e+00,-2.199043879983217931e+00,6.462913226511269871e-01,-2.017813494386731410e+00,2.247886718517670968e-01,-2.083601395991554917e+00,2.795241637468670604e-01,-2.140553618208577813e+00,1.870530997404547813e-01,-2.170607421880147214e+00,-9.994794031833684200e-02,-2.222072306482492099e+00,-4.212919058167325925e-01,-2.394146588520844610e+00,-5.623983196215279756e-01,-2.489183022627103004e+00,-7.324960556360515795e-01,-2.398119926748814024e+00,-9.550639642564058285e-01,-2.470789207939433574e+00,3.484332802685788377e-01
0,0,-9.863312381615927382e-01,-1.791752949019517482e-01,-8.942634022510053127e-01,-3.944699505036464715e-01,-9.611619139318625660e-01,-3.002258367860083377e-01,-8.638826046631895572e-01,-4.475546242236662642e-01,-6.984901993276811938e-01,-3.586540066485111034e-01,-5.353081380316685456e-01,-2.905630062735248265e-01,-4.402727487488698466e-01,-2.363480815223325260e-01,-4.837143773950389192e-01,-5.524204884479134298e-02,-5.567557377459861900e-01,4.050678451867165131e-02,-4.736670294570958784e-01,4.961761613931226639e-02,-4.943998779776441754e-01,1.069870374609272201e-01,-5.982988003266267452e-01,9.282733097198897498e-02,-7.409911255583544465e-01,1.208028180409798646e-01,-6.737317363484950361e-01,6.895323732294775243e-02,-6.257652325366617196e-01,4.132297522646132676e-02,-6.120429524097656948e-01,3.900768532446257514e-02,-2.869989913791189284e+00
1,0,1.320417587178307040e+00,-5.008108941908723244e-01,-8.942393451658695591e-01,-9.211914200870392477e-01,-9.611619139318625660e-01,-9.088710389762481023e-01,-8.638586646122262680e-01,-1.516677738732953307e+00,1.307412674298590982e+00,-1.621738498706714271e+00,1.380688462808186578e+00,-1.518102076888206753e+00,1.310196784878354004e+00,-1.718081817905142694e+00,1.433379374112249138e+00,-1.071535086090046995e+00,1.188685873185111985e+00,-1.863777544230712291e+00,1.088659356490095931e+00,-1.683621914148615062e+00,9.932902909782546086e-01,-1.727157184714796623e+00,1.262617786966844902e+00,-1.762863820796966685e+00,6.067173438986391831e-01,-2.004061357397985521e+00,-5.893246269447686286e-02,-1.915554458529316273e+00,5.037087581935222325e-01,-2.141963272830702980e+00,3.525176502344700702e-01,-2.236624150469736172e+00,3.484332802685788377e-01
0,0,-1.030955594037609169e+00,-5.571574474978088221e-01,-8.942634022510053127e-01,-3.944699505036464715e-01,-9.611870755124909405e-01,-3.001972779833529947e-01,-5.892902201144574192e-01,-1.239924577781303938e+00,-1.687931136721928294e+00,-1.465273501377524878e+00,-5.353081380316685456e-01,-2.905630062735248265e-01,-1.092031782997009648e+00,9.968699537043602676e-01,-1.207889989460383617e+00,3.776149634733209637e-01,7.590460132184080333e-01,6.784315064111779980e-01,-4.736670294570958784e-01,4.961761613931226639e-02,-4.943998779776441754e-01,1.069870374609272201e-01,-9.220049181609790701e-01,5.519798303419150981e-02,-2.577673232193559705e-01,5.085082511810428557e-02,-6.737317363484950361e-01,6.895323732294775243e-02,-2.103086811617437546e-01,7.638353314294952234e-01,-8.155938825165631734e-01,1.218821439471918122e+00,3.484332802685788377e-01
1,0,-9.863072980565090742e-01,1.181968797670905486e-01,-8.942393451658695591e-01,-1.070208064136481729e+00,-9.611619139318625660e-01,-1.080423766526772189e+00,-8.638586646122262680e-01,-1.721582658091964868e+00,-6.984468617192806095e-01,-1.557378244107714638e+00,1.415598484463526985e+00,-1.856348433367702500e+00,1.316374320293292044e+00,-2.121764090666255598e+00,1.256401572650165610e+00,-1.971348454508140779e+00,8.859827165234825941e-01,-2.007336566696755309e+00,9.911824321631541590e-01,-2.133630844003199023e+00,8.532311737320367184e-01,-2.193196882055172825e+00,6.232741515062513171e-01,-2.434577456027219977e+00,3.640755140669177381e-01,-2.515762471641660891e+00,3.004477457068576163e-01,-2.528923473051716719e+00,1.502427106877315399e-01,-2.631357774765363366e+00,-4.178787957767414463e-02,-2.724418945235864253e+00,3.484332802685788377e-01
